id,sentence,origin
006535,二人同心，其利断金。同心之言，其臭如兰。                                        ,出自易传的《易传》                                                                                           
006536,君子上交不谄，下交不渎                                                 ,出自易传的《易传》                                                                                           
006537,云雷，屯；君子以经纶。                                                 ,出自易传的《易传》                                                                                           
006538,山下出泉，蒙；君子以果行育德。                                             ,出自易传的《易传》                                                                                           
006539,洊雷，震；君子以恐惧修省。                                               ,出自易传的《易传》                                                                                           
006540,地中有山，谦；君子以裒多益寡，称物平施。                                        ,出自易传的《易传》                                                                                           
006541,安而不忘危，存而不忘亡，治而不忘乱                                           ,出自易传的《易传》                                                                                           
006542,水流湿，火就燥。云从龙，风从虎。                                            ,出自易传的《易传》                                                                                           
006543,天与水违行，讼；君子以作事谋始。                                            ,出自易传的《易传》                                                                                           
006544,风自火出，家人；君子以言有物而行有恒。                                         ,出自易传的《易传》                                                                                           
006545,天与火，同人；君子以类族辨物。                                             ,出自易传的《易传》                                                                                           
006546,静若萤光，动若流水，尖巧而喜淫                                             ,出自曾国藩的《冰鉴》                                                                                          
006547,静若含珠，动若木发；静若无人，动若赴的，此为澄清到底。                                 ,出自曾国藩的《冰鉴》                                                                                          
006548,一身精神，具乎两目；一身骨相，具乎面部。                                        ,出自曾国藩的《冰鉴》                                                                                          
006549,山骞不崩，唯石为镇                                                   ,出自曾国藩的《冰鉴》                                                                                          
006550,清浊易辨，邪正难辨。                                                  ,出自曾国藩的《冰鉴》                                                                                          
006551,脱谷为糠，其髓斯存                                                   ,出自曾国藩的《冰鉴》                                                                                          
006552,文人论神，有清浊之辨。                                                 ,出自曾国藩的《冰鉴》                                                                                          
006553,父母教　须敬听　父母责　须顺承                                             ,出自李毓秀的《弟子规》                                                                                         
006554,见未真　勿轻言　知未的　勿轻传                                             ,出自李毓秀的《弟子规》                                                                                         
006555,衣贵洁　不贵华　上循分　下称家                                             ,出自李毓秀的《弟子规》                                                                                         
006556,年方少　勿饮酒　饮酒醉　最为丑                                             ,出自李毓秀的《弟子规》                                                                                         
006557,用人物　须明求　倘不问　即为偷                                             ,出自李毓秀的《弟子规》                                                                                         
006558,凡是人　皆须爱　天同覆　地同载                                             ,出自李毓秀的《弟子规》                                                                                         
006559,读书法　有三到　心眼口　信皆要                                             ,出自李毓秀的《弟子规》                                                                                         
006560,才大者　望自大　人所服　非言大                                             ,出自李毓秀的《弟子规》                                                                                         
006561,人不闲　勿事搅　人不安　勿话扰                                             ,出自李毓秀的《弟子规》                                                                                         
006562,彼说长　此说短　不关己　莫闲管                                             ,出自李毓秀的《弟子规》                                                                                         
006563,财物轻　怨何生　言语忍　忿自泯                                             ,出自李毓秀的《弟子规》                                                                                         
006564,见人善　即思齐　纵去远　以渐跻                                             ,出自李毓秀的《弟子规》                                                                                         
006565,无心非　名为错　有心非　名为恶                                             ,出自李毓秀的《弟子规》                                                                                         
006566,凡出言　信为先　诈与妄　奚可焉                                             ,出自李毓秀的《弟子规》                                                                                         
006567,步从容　立端正　揖深圆　拜恭敬                                             ,出自李毓秀的《弟子规》                                                                                         
006568,对饮食　勿拣择　食适可　勿过则                                             ,出自李毓秀的《弟子规》                                                                                         
006569,人有短　切莫揭　人有私　切莫说                                             ,出自李毓秀的《弟子规》                                                                                         
006570,己有能　勿自私　人所能　勿轻訾                                             ,出自李毓秀的《弟子规》                                                                                         
006571,不力行　但学文　长浮华　成何人                                             ,出自李毓秀的《弟子规》                                                                                         
006572,同是人　类不齐　流俗众　仁者希                                             ,出自李毓秀的《弟子规》                                                                                         
006573,能亲仁　无限好　德日进　过日少                                             ,出自李毓秀的《弟子规》                                                                                         
006574,心有疑　随札记　就人问　求确义                                             ,出自李毓秀的《弟子规》                                                                                         
006575,道人善　即是善　人知之　愈思勉                                             ,出自李毓秀的《弟子规》                                                                                         
006576,事非宜　勿轻诺　苟轻诺　进退错                                             ,出自李毓秀的《弟子规》                                                                                         
006577,冠必正　纽必结　袜与履　俱紧切                                             ,出自李毓秀的《弟子规》                                                                                         
006578,长者立　幼勿坐　长者坐　命乃坐                                             ,出自李毓秀的《弟子规》                                                                                         
006579,冬则温　夏则凊　晨则省　昏则定                                             ,出自李毓秀的《弟子规》                                                                                         
006580,物虽小　勿私藏　苟私藏　亲心伤                                             ,出自李毓秀的《弟子规》                                                                                         
006581,父母呼　应勿缓　父母命　行勿懒                                             ,出自李毓秀的《弟子规》                                                                                         
006582,亲爱我　孝何难　亲憎我　孝方贤                                             ,出自李毓秀的《弟子规》                                                                                         
006583,尊长前　声要低　低不闻　却非宜                                             ,出自李毓秀的《弟子规》                                                                                         
006584,或饮食　或坐走　长者先　幼者后                                             ,出自李毓秀的《弟子规》                                                                                         
006585,话说多　不如少　惟其是　勿佞巧                                             ,出自李毓秀的《弟子规》                                                                                         
006586,奸巧语　秽污词　市井气　切戒之                                             ,出自李毓秀的《弟子规》                                                                                         
006587,过能改　归于无　倘掩饰　增一辜                                             ,出自李毓秀的《弟子规》                                                                                         
006588,称尊长　勿呼名　对尊长　勿见能                                             ,出自李毓秀的《弟子规》                                                                                         
006589,人问谁　对以名　吾与我　不分明                                             ,出自李毓秀的《弟子规》                                                                                         
006590,扬人恶　即是恶　疾之甚　祸且作                                             ,出自李毓秀的《弟子规》                                                                                         
006591,勿自暴　勿自弃　圣与贤　可驯致                                             ,出自李毓秀的《弟子规》                                                                                         
006592,果仁者　人多畏　言不讳　色不媚                                             ,出自李毓秀的《弟子规》                                                                                         
006593,不亲仁　无限害　小人进　百事坏                                             ,出自李毓秀的《弟子规》                                                                                         
006594,借人物　及时还　人借物　有勿悭                                             ,出自李毓秀的《弟子规》                                                                                         
006595,将入门　问孰存　将上堂　声必扬                                             ,出自李毓秀的《弟子规》                                                                                         
006596,见人恶　即内省　有则改　无加警                                             ,出自李毓秀的《弟子规》                                                                                         
006597,凡道字　重且舒　勿急疾　勿模糊                                             ,出自李毓秀的《弟子规》                                                                                         
006598,长呼人　即代叫　人不在　己即到                                             ,出自李毓秀的《弟子规》                                                                                         
006599,亲所好　力为具　亲所恶　谨为去                                             ,出自李毓秀的《弟子规》                                                                                         
006600,身有伤　贻亲忧　德有伤　贻亲羞                                             ,出自李毓秀的《弟子规》                                                                                         
006601,出必告　反必面　居有常　业无变                                             ,出自李毓秀的《弟子规》                                                                                         
006602,事虽小　勿擅为　苟擅为　子道亏                                             ,出自李毓秀的《弟子规》                                                                                         
006603,半溪流水绿，千树落花红。                                                ,出自声律启蒙的《声律启蒙》                                                                                       
006604,自知者不怨人，知命者不怨天；怨人者穷，怨天者无志。                                   ,出自荀况的《荀子》                                                                                           
006605,岁不寒无以知松柏，事不难无以知君子                                           ,出自荀况的《荀子》                                                                                           
006606,天不为人之恶寒也辍冬，地不为人之恶辽远也辍广，君子不为小人之匈匈也辍行。                        ,出自荀况的《荀子》                                                                                           
006607,君子耳不听淫声，目不视邪色，口不出恶言                                         ,出自荀况的《荀子》                                                                                           
006608,道虽迩，不行不至；事虽小，不为不成。                                          ,出自荀况的《荀子》                                                                                           
006609,天行有常，不为尧存，不为桀亡。应之以治则吉，应之以乱则凶。                               ,出自荀况的《荀子》                                                                                           
006610,青，取之于蓝，而青于蓝；冰，水为之，而寒于水。                                     ,出自荀况的《荀子》                                                                                           
006611,蓬生麻中，不扶而直；白沙在涅，与之俱黑。                                        ,出自荀况的《荀子》                                                                                           
006612,流丸止于瓯臾，流言止于知者                                               ,出自荀况的《荀子》                                                                                           
006613,无冥冥之志者，无昭昭之明；无惛惛之事者，无赫赫之功。                                  ,出自荀况的《荀子》                                                                                           
006614,君子赠人以言，庶人赠人以财。                                              ,出自荀况的《荀子》                                                                                           
006615,天地合而万物生，阴阳接而变化起，性伪合而天下治。                                    ,出自荀况的《荀子》                                                                                           
006616,多知而无亲，博学而无方，好多而无定者，君子不与。                                    ,出自荀况的《荀子》                                                                                           
006617,不知则问，不能则学，虽能必让，然后为德。                                        ,出自荀况的《荀子》                                                                                           
006618,不诱于誉，不恐于诽，率道而行，端然正己。                                        ,出自荀况的《荀子》                                                                                           
006619,锲而舍之，朽木不折；锲而不舍，金石可镂。                                        ,出自荀况的《荀子》                                                                                           
006620,知莫大乎弃疑，行莫大乎无过，事莫大乎无悔。                                       ,出自荀况的《荀子》                                                                                           
006621,浅不足与测深，愚不足与谋智，坎井之蛙，不可与语东海之乐。                                ,出自荀况的《荀子》                                                                                           
006622,人之性恶，其善者伪也。                                                 ,出自荀况的《荀子》                                                                                           
006623,目不能两视而明，耳不能两听而聪。                                            ,出自荀况的《荀子》                                                                                           
006624,君子崇人之德，扬人之美，非谄谀也；正义直指，举人之过，非毁疵也。                            ,出自荀况的《荀子》                                                                                           
006625,故木受绳则直，金就砺则利，君子博学而日参省乎己，则知明而行无过矣。                           ,出自荀况的《荀子》                                                                                           
006626,玉在山而草木润，渊生珠而崖不枯。                                            ,出自荀况的《荀子》                                                                                           
006627,田野荒而仓廪实，百姓虚而府库满，夫是之谓国蹶。                                     ,出自荀况的《荀子》                                                                                           
006628,饥而欲食，寒而欲暖。劳而欲息，好利而恶害，是人之所生而有也。                              ,出自荀况的《荀子》                                                                                           
006629,君子养心莫善于诚。                                                   ,出自荀况的《荀子》                                                                                           
006630,凡斗者，必自以为是，而以人为非也。                                           ,出自荀况的《荀子》                                                                                           
006631,不登高山，不知天之高也；不临深溪，不知地之厚也                                     ,出自荀况的《荀子》                                                                                           
006632,赠人以言，重于金石珠玉；观人以言，美于黼黻文章；听人以言，乐于钟鼓琴瑟。                        ,出自荀况的《荀子》                                                                                           
006633,礼者，人道之极也。                                                   ,出自荀况的《荀子》                                                                                           
006634,不诱于誉，不恐于诽。                                                  ,出自荀况的《荀子》                                                                                           
006635,君子博学而日参省乎己，则知明而行无过矣。                                        ,出自荀况的《荀子》                                                                                           
006636,与人善言，暖于布帛；伤人之言，深于矛戟。                                        ,出自荀况的《荀子》                                                                                           
006637,不知其子视其友，不知其君视其左右。                                           ,出自荀况的《荀子》                                                                                           
006638,不闻不若闻之，闻之不若见之，见之不若知之，知之不若行之。                                ,出自荀况的《荀子》                                                                                           
006639,君者，舟也；庶人者，水也。水则载舟，水则覆舟。                                     ,出自荀况的《荀子》                                                                                           
006640,居必择乡，游必就士。                                                  ,出自荀况的《荀子》                                                                                           
006641,乐易者常寿长，忧险者常夭折。                                              ,出自荀况的《荀子》                                                                                           
006642,祸之所由生也，生自纤纤也。                                               ,出自荀况的《荀子》                                                                                           
006643,是谓是，非谓非，曰直。                                                 ,出自荀况的《荀子》                                                                                           
006644,下贫则上贫，下富则上富。                                                ,出自荀况的《荀子》                                                                                           
006645,君子耻不修，不耻见污。                                                 ,出自荀况的《荀子》                                                                                           
006646,不教而诛，则刑繁而邪不胜；教而不诛，则奸民不惩。                                    ,出自荀况的《荀子》                                                                                           
006647,君子之学也，以美其身；小人之学也，以为禽犊。                                      ,出自荀况的《荀子》                                                                                           
006648,天地生君子，君子理天地。                                                ,出自荀况的《荀子》                                                                                           
006649,学不可以已。                                                      ,出自荀况的《荀子》                                                                                           
006650,君子之学也，入乎耳，着乎心                                               ,出自荀况的《荀子》                                                                                           
006651,君子务修其内而让之于外。                                                ,出自荀况的《荀子》                                                                                           
006652,人之生不能无群                                                     ,出自荀况的《荀子》                                                                                           
006653,强自取柱，柔自取束。                                                  ,出自荀况的《荀子》                                                                                           
006654,水至清则无鱼，人至察则无徒。                                              ,出自班固的《汉书》                                                                                           
006655,交浅而言深者，愚也；在贱而望贵者，惑也；未信而纳忠者，谤也。                              ,出自班固的《汉书》                                                                                           
006656,人生在勤，不索何获。                                                  ,出自班固的《汉书》                                                                                           
006657,临渊羡鱼，不如归而结网。                                                ,出自班固的《汉书》                                                                                           
006658,贫贱之知不可忘，糟糠之妻不下堂。                                            ,出自班固的《汉书》                                                                                           
006659,失之东隅，收之桑榆。                                                  ,出自班固的《汉书》                                                                                           
006660,《阳春》之曲，和者必寡，盛名之下，其实难副。                                      ,出自班固的《汉书》                                                                                           
006661,时不可留，众不可逆。                                                  ,出自班固的《汉书》                                                                                           
006662,天下皆知取之为取，而莫知与之为取。                                           ,出自班固的《汉书》                                                                                           
006663,涓流虽寡，浸成江河；爝火虽微，卒能燎野                                         ,出自班固的《汉书》                                                                                           
006664,丈夫为志，穷当益坚，老当益壮。                                             ,出自班固的《汉书》                                                                                           
006665,智者不危众以举事，仁者不违义以要功。                                          ,出自班固的《汉书》                                                                                           
006666,知者顺时而谋，愚者逆理而动                                               ,出自班固的《汉书》                                                                                           
006667,仕宦当作执金吾，娶妻当得阴丽华。                                            ,出自班固的《汉书》                                                                                           
006668,明犯强汉者，虽远必诛。                                                 ,出自班固的《汉书》                                                                                           
006669,大丈夫当雄飞，安能雌伏！                                                ,出自班固的《汉书》                                                                                           
006670,宜如临深渊，如履薄冰，战战栗栗，日慎一日。                                       ,出自班固的《汉书》                                                                                           
006671,生而富者骄，生而贵者傲。                                                ,出自班固的《汉书》                                                                                           
006672,岁月骛过，山陵浸远                                                   ,出自班固的《汉书》                                                                                           
006673,精诚所加，金石为开。                                                  ,出自班固的《汉书》                                                                                           
006674,失之毫厘，差以千里。                                                  ,出自班固的《汉书》                                                                                           
006675,反水不收，后悔无及。                                                  ,出自班固的《汉书》                                                                                           
006676,积善在身，犹长日加益，而人不知也；积恶在身，犹火之销膏，而人不见也。                          ,出自班固的《汉书》                                                                                           
006677,得失一朝，而荣辱千载。                                                 ,出自班固的《汉书》                                                                                           
006678,大丈夫处世，当埽除天下                                                 ,出自班固的《汉书》                                                                                           
006679,亲履艰难者知下情，备经险易者达物伪。                                          ,出自班固的《汉书》                                                                                           
006680,不为燥湿轻重，不为穷达易节。                                              ,出自班固的《汉书》                                                                                           
006681,以身教者从，以言教者讼。                                                ,出自班固的《汉书》                                                                                           
006682,善言天者必有征于人，善言古者必有验于今                                         ,出自班固的《汉书》                                                                                           
006683,功不可以虚成，名不可以伪立                                               ,出自班固的《汉书》                                                                                           
006684,善人同处，则日闻嘉训；恶人从游，则日生邪情。                                      ,出自班固的《汉书》                                                                                           
006685,孔子大圣，不免武叔之毁；子路至贤，犹有伯寮之诉。                                    ,出自班固的《汉书》                                                                                           
006686,专胜者未必克，挟疑者未必败。                                              ,出自班固的《汉书》                                                                                           
006687,虽万被戮，岂有悔哉！                                                  ,出自班固的《汉书》                                                                                           
006688,夫孝，百行之冠，众善之始也。                                              ,出自班固的《汉书》                                                                                           
006689,王者以民为天，而民以食为天。                                              ,出自班固的《汉书》                                                                                           
006690,当断不断，反受其乱                                                   ,出自班固的《汉书》                                                                                           
006691,不仁而富，谓之不幸。墙隙而高，其崩必疾也。                                       ,出自班固的《汉书》                                                                                           
006692,舍近谋远者，劳而无功                                                  ,出自班固的《汉书》                                                                                           
006693,君子之行，动则思义，不为利回，不为义疚                                         ,出自班固的《汉书》                                                                                           
006694,仁不异远，义不辞难                                                   ,出自班固的《汉书》                                                                                           
006695,先世之吏正，故其民笃；今世之吏邪，故其民薄。政弊而不行，令倦而不听。                          ,出自班固的《汉书》                                                                                           
006696,是以尧称则天，不屈颍阳之高；武尽美矣，终全孤竹之洁。                                  ,出自班固的《汉书》                                                                                           
006697,狗马饰雕文，土木被缇绣。                                                ,出自班固的《汉书》                                                                                           
006698,兵久则力屈，人悉则变生。                                                ,出自班固的《汉书》                                                                                           
006699,兴化致教，必由进善；康国宁人，莫大理恶。                                        ,出自班固的《汉书》                                                                                           
006700,马不伏历，不可以趋道；士不素养，不可以重国。                                      ,出自班固的《汉书》                                                                                           
006701,夫众喣漂山，聚蚊成雷                                                  ,出自班固的《汉书》                                                                                           
006702,盖钟子期死，伯牙终身不复鼓琴。                                             ,出自班固的《汉书》                                                                                           
006703,丈夫不能再辱。                                                     ,出自班固的《汉书》                                                                                           
006704,良禽择木而栖，贤臣择主而事。                                              ,出自罗贯中的《三国演义》                                                                                        
006705,万事不由人做主，一心难与命争衡。                                            ,出自罗贯中的《三国演义》                                                                                        
006706,淡泊以明志。宁静而致远。                                                ,出自罗贯中的《三国演义》                                                                                        
006707,大丈夫生居天地间，岂能郁郁久居人下！                                          ,出自罗贯中的《三国演义》                                                                                        
006708,血染征袍透甲红，当阳谁敢与争锋！古来冲阵扶危主，只有常山赵子龙。                            ,出自罗贯中的《三国演义》                                                                                        
006709,玉可碎而不可改其白，竹可焚而不可毁其节。                                        ,出自罗贯中的《三国演义》                                                                                        
006710,一壶浊酒喜相逢，古今多少事，都付笑谈中。                                        ,出自罗贯中的《三国演义》                                                                                        
006711,大丈夫生于乱世，当带三尺剑立不世之功；今所志未遂，奈何死乎！                              ,出自罗贯中的《三国演义》                                                                                        
006712,英雄者，胸怀大志，腹有良谋，有包藏宇宙之机，吞吐天地之志者也。                             ,出自罗贯中的《三国演义》                                                                                        
006713,宁教我负天下人，休教天下人负我。                                            ,出自罗贯中的《三国演义》                                                                                        
006714,天下大势，分久必合，合久必分。                                             ,出自罗贯中的《三国演义》                                                                                        
006715,强中自有强中手，用诈还逢识诈人。                                            ,出自罗贯中的《三国演义》                                                                                        
006716,君疑臣则臣必死。                                                    ,出自罗贯中的《三国演义》                                                                                        
006717,拼将一死酬知己，致令千秋仰义名。                                            ,出自罗贯中的《三国演义》                                                                                        
006718,纷纷世事无穷尽，天数茫茫不可逃。                                            ,出自罗贯中的《三国演义》                                                                                        
006719,兵家胜败真常事，卷甲重来未可知。                                            ,出自罗贯中的《三国演义》                                                                                        
006720,大丈夫处世，当努力建功立业，著鞭在先。今若不取，为他人所取，悔之晚矣。                         ,出自罗贯中的《三国演义》                                                                                        
006721,独善其身尽日安，何须千古名不朽！                                            ,出自罗贯中的《三国演义》                                                                                        
006722,周郎妙计安天下，陪了夫人又折兵！                                            ,出自罗贯中的《三国演义》                                                                                        
006723,自古骄兵多致败，从来轻敌少成功。                                            ,出自罗贯中的《三国演义》                                                                                        
006724,丈夫处世兮立功名；立功名兮慰平生。慰平生兮吾将醉；吾将醉兮发狂吟！                           ,出自罗贯中的《三国演义》                                                                                        
006725,身未升腾思退步，功成应忆去时言。只因先主丁宁后，星落秋风五丈原。                            ,出自罗贯中的《三国演义》                                                                                        
006726,弓开如秋月行天，箭去似流星落地                                             ,出自罗贯中的《三国演义》                                                                                        
006727,子治世之能臣，乱世之奸雄也。                                              ,出自罗贯中的《三国演义》                                                                                        
006728,既生瑜，何生亮！                                                    ,出自罗贯中的《三国演义》                                                                                        
006729,鹪鹩尚存一枝，狡兔犹藏三窟                                               ,出自罗贯中的《三国演义》                                                                                        
006730,箭在弦上，不得不发                                                   ,出自罗贯中的《三国演义》                                                                                        
006731,军中无戏言                                                       ,出自罗贯中的《三国演义》                                                                                        
006732,舍心腹而顺手足                                                     ,出自罗贯中的《三国演义》                                                                                        
006733,从前种种，譬如昨日死；从后种种，譬如今日生                                       ,出自了凡四训的《了凡四训》                                                                                       
006734,命由我作，福自己求。                                                  ,出自了凡四训的《了凡四训》                                                                                       
006735,一时劝人以口，百世劝人以书。                                              ,出自了凡四训的《了凡四训》                                                                                       
006736,一切福田，不离方寸；从心而觅，感无不通。                                        ,出自了凡四训的《了凡四训》                                                                                       
006737,每见寒士将达，必有一段谦光可掬。                                            ,出自了凡四训的《了凡四训》                                                                                       
